"No.","Time","Source","Destination","Protocol","Length","Info"
"350","105.544972","192.168.50.1","172.16.0.5","TCP","1138","[TCP Retransmission] 80  >  35687 [PSH, ACK] Seq=8578 Ack=4672 Win=38656 Len=1072 TSval=1432779404 TSecr=239110437"
"351","105.545117","172.16.0.5","192.168.50.1","TCP","66","35687  >  80 [ACK] Seq=4672 Ack=9650 Win=131072 Len=0 TSval=239110437 TSecr=1432779404"
"352","105.545119","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 351#1] 35687  >  80 [ACK] Seq=4672 Ack=9650 Win=131072 Len=0 TSval=239110437 TSecr=1432779404"
"353","105.725933","172.16.0.5","192.168.50.1","TCP","66","35687  >  80 [FIN, ACK] Seq=4672 Ack=9650 Win=131072 Len=0 TSval=239110455 TSecr=1432779404"
"354","105.725935","172.16.0.5","192.168.50.1","TCP","66","[TCP Retransmission] 35687  >  80 [FIN, ACK] Seq=4672 Ack=9650 Win=131072 Len=0 TSval=239110455 TSecr=1432779404"
"355","105.726121","192.168.50.1","172.16.0.5","TCP","66","80  >  35687 [FIN, ACK] Seq=9650 Ack=4673 Win=38656 Len=0 TSval=1432779449 TSecr=239110455"
"356","105.726124","192.168.50.1","172.16.0.5","TCP","66","[TCP Retransmission] 80  >  35687 [FIN, ACK] Seq=9650 Ack=4673 Win=38656 Len=0 TSval=1432779449 TSecr=239110455"
"357","105.726225","172.16.0.5","192.168.50.1","TCP","66","35687  >  80 [ACK] Seq=4673 Ack=9651 Win=131072 Len=0 TSval=239110455 TSecr=1432779449"
"358","105.726228","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 357#1] 35687  >  80 [ACK] Seq=4673 Ack=9651 Win=131072 Len=0 TSval=239110455 TSecr=1432779449"
"359","110.838201","172.16.0.5","192.168.50.1","TCP","74","61665  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239110966 TSecr=0 WS=2048"
"360","110.838204","172.16.0.5","192.168.50.1","TCP","74","[TCP Retransmission] 61665  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239110966 TSecr=0 WS=2048"
"361","110.838347","192.168.50.1","172.16.0.5","TCP","74","80  >  61665 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432780727 TSecr=239110966 WS=128"
"362","110.838349","192.168.50.1","172.16.0.5","TCP","74","[TCP Retransmission] 80  >  61665 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432780727 TSecr=239110966 WS=128"
"363","110.838454","172.16.0.5","192.168.50.1","TCP","66","61665  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239110966 TSecr=1432780727"
"364","110.838456","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 363#1] 61665  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239110966 TSecr=1432780727"
"365","110.846079","172.16.0.5","192.168.50.1","HTTP","448","GET /c.php HTTP/1.1 "
"366","110.846081","172.16.0.5","192.168.50.1","TCP","448","[TCP Retransmission] 61665  >  80 [PSH, ACK] Seq=1 Ack=1 Win=131072 Len=382 TSval=239110967 TSecr=1432780727"
"367","110.846083","192.168.50.1","172.16.0.5","TCP","66","80  >  61665 [ACK] Seq=1 Ack=383 Win=30080 Len=0 TSval=1432780729 TSecr=239110967"
"368","110.846084","192.168.50.1","172.16.0.5","TCP","66","[TCP Dup ACK 367#1] 80  >  61665 [ACK] Seq=1 Ack=383 Win=30080 Len=0 TSval=1432780729 TSecr=239110967"
"369","110.846469","192.168.50.1","172.16.0.5","HTTP","1139","HTTP/1.1 200 OK  (text/html)"
"370","110.846471","192.168.50.1","172.16.0.5","TCP","1139","[TCP Retransmission] 80  >  61665 [PSH, ACK] Seq=1 Ack=383 Win=30080 Len=1073 TSval=1432780729 TSecr=239110967"
"371","110.846604","172.16.0.5","192.168.50.1","TCP","66","61665  >  80 [ACK] Seq=383 Ack=1074 Win=131072 Len=0 TSval=239110967 TSecr=1432780729"
"372","110.846606","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 371#1] 61665  >  80 [ACK] Seq=383 Ack=1074 Win=131072 Len=0 TSval=239110967 TSecr=1432780729"
"373","111.445518","172.16.0.5","192.168.50.1","HTTP","503","GET /c.php?ip=192.168.1.100 HTTP/1.1 "
"374","111.445521","172.16.0.5","192.168.50.1","TCP","503","[TCP Retransmission] 61665  >  80 [PSH, ACK] Seq=383 Ack=1074 Win=131072 Len=437 TSval=239111027 TSecr=1432780729"
"375","111.446019","192.168.50.1","172.16.0.5","HTTP","1138","HTTP/1.1 200 OK  (text/html)"
"376","111.446022","192.168.50.1","172.16.0.5","TCP","1138","[TCP Retransmission] 80  >  61665 [PSH, ACK] Seq=1074 Ack=820 Win=31104 Len=1072 TSval=1432780879 TSecr=239111027"
"377","111.446208","172.16.0.5","192.168.50.1","TCP","66","61665  >  80 [ACK] Seq=820 Ack=2146 Win=131072 Len=0 TSval=239111027 TSecr=1432780879"
"378","111.446210","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 377#1] 61665  >  80 [ACK] Seq=820 Ack=2146 Win=131072 Len=0 TSval=239111027 TSecr=1432780879"
"379","113.589354","172.16.0.5","192.168.50.1","TCP","66","61665  >  80 [FIN, ACK] Seq=820 Ack=2146 Win=131072 Len=0 TSval=239111241 TSecr=1432780879"
"380","113.589357","172.16.0.5","192.168.50.1","TCP","66","[TCP Retransmission] 61665  >  80 [FIN, ACK] Seq=820 Ack=2146 Win=131072 Len=0 TSval=239111241 TSecr=1432780879"
"381","113.589523","192.168.50.1","172.16.0.5","TCP","66","80  >  61665 [FIN, ACK] Seq=2146 Ack=821 Win=31104 Len=0 TSval=1432781415 TSecr=239111241"
"382","113.589525","192.168.50.1","172.16.0.5","TCP","66","[TCP Retransmission] 80  >  61665 [FIN, ACK] Seq=2146 Ack=821 Win=31104 Len=0 TSval=1432781415 TSecr=239111241"
"383","113.589636","172.16.0.5","192.168.50.1","TCP","66","61665  >  80 [ACK] Seq=821 Ack=2147 Win=131072 Len=0 TSval=239111241 TSecr=1432781415"
"384","113.589638","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 383#1] 61665  >  80 [ACK] Seq=821 Ack=2147 Win=131072 Len=0 TSval=239111241 TSecr=1432781415"
"385","115.807503","172.16.0.5","192.168.50.1","TCP","74","58730  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239111463 TSecr=0 WS=2048"
"386","115.807506","172.16.0.5","192.168.50.1","TCP","74","[TCP Retransmission] 58730  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239111463 TSecr=0 WS=2048"
"387","115.807609","192.168.50.1","172.16.0.5","TCP","74","80  >  58730 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432781969 TSecr=239111463 WS=128"
"388","115.807611","192.168.50.1","172.16.0.5","TCP","74","[TCP Retransmission] 80  >  58730 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432781969 TSecr=239111463 WS=128"
"389","115.807770","172.16.0.5","192.168.50.1","TCP","66","58730  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239111463 TSecr=1432781969"
"390","115.807772","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 389#1] 58730  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239111463 TSecr=1432781969"
"391","115.808069","172.16.0.5","192.168.50.1","HTTP","1035","GET /c.php HTTP/1.1 "
"392","115.808072","172.16.0.5","192.168.50.1","TCP","1035","[TCP Retransmission] 58730  >  80 [PSH, ACK] Seq=1 Ack=1 Win=131072 Len=969 TSval=239111463 TSecr=1432781969"
"393","115.808179","192.168.50.1","172.16.0.5","TCP","66","80  >  58730 [ACK] Seq=1 Ack=970 Win=30976 Len=0 TSval=1432781969 TSecr=239111463"
"394","115.808182","192.168.50.1","172.16.0.5","TCP","66","[TCP Dup ACK 393#1] 80  >  58730 [ACK] Seq=1 Ack=970 Win=30976 Len=0 TSval=1432781969 TSecr=239111463"
"395","115.808549","192.168.50.1","172.16.0.5","HTTP","1139","HTTP/1.1 200 OK  (text/html)"
"396","115.808552","192.168.50.1","172.16.0.5","TCP","1139","[TCP Retransmission] 80  >  58730 [PSH, ACK] Seq=1 Ack=970 Win=30976 Len=1073 TSval=1432781970 TSecr=239111463"
"397","115.808703","172.16.0.5","192.168.50.1","TCP","66","58730  >  80 [ACK] Seq=970 Ack=1074 Win=131072 Len=0 TSval=239111463 TSecr=1432781970"
"398","115.808706","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 397#1] 58730  >  80 [ACK] Seq=970 Ack=1074 Win=131072 Len=0 TSval=239111463 TSecr=1432781970"
"399","120.813654","192.168.50.1","172.16.0.5","TCP","66","80  >  58730 [FIN, ACK] Seq=1074 Ack=970 Win=30976 Len=0 TSval=1432783221 TSecr=239111463"
"400","120.813656","192.168.50.1","172.16.0.5","TCP","66","[TCP Retransmission] 80  >  58730 [FIN, ACK] Seq=1074 Ack=970 Win=30976 Len=0 TSval=1432783221 TSecr=239111463"
"401","120.813784","172.16.0.5","192.168.50.1","TCP","66","58730  >  80 [FIN, ACK] Seq=970 Ack=1075 Win=131072 Len=0 TSval=239111964 TSecr=1432783221"
"402","120.813787","172.16.0.5","192.168.50.1","TCP","66","[TCP Retransmission] 58730  >  80 [FIN, ACK] Seq=970 Ack=1075 Win=131072 Len=0 TSval=239111964 TSecr=1432783221"
"403","120.813902","192.168.50.1","172.16.0.5","TCP","66","80  >  58730 [ACK] Seq=1075 Ack=971 Win=30976 Len=0 TSval=1432783221 TSecr=239111964"
"404","120.813904","192.168.50.1","172.16.0.5","TCP","66","[TCP Dup ACK 403#1] 80  >  58730 [ACK] Seq=1075 Ack=971 Win=30976 Len=0 TSval=1432783221 TSecr=239111964"
"405","122.427535","172.16.0.5","192.168.50.1","TCP","74","58554  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239112125 TSecr=0 WS=2048"
"406","122.427538","172.16.0.5","192.168.50.1","TCP","74","[TCP Retransmission] 58554  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239112125 TSecr=0 WS=2048"
"407","122.427651","192.168.50.1","172.16.0.5","TCP","74","80  >  58554 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432783624 TSecr=239112125 WS=128"
"408","122.427653","192.168.50.1","172.16.0.5","TCP","74","[TCP Retransmission] 80  >  58554 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432783624 TSecr=239112125 WS=128"
"409","122.427759","172.16.0.5","192.168.50.1","TCP","66","58554  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239112125 TSecr=1432783624"
"410","122.427762","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 409#1] 58554  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239112125 TSecr=1432783624"
"411","122.428028","172.16.0.5","192.168.50.1","HTTP","475","GET /c.php HTTP/1.1 "
"412","122.428030","172.16.0.5","192.168.50.1","TCP","475","[TCP Retransmission] 58554  >  80 [PSH, ACK] Seq=1 Ack=1 Win=131072 Len=409 TSval=239112125 TSecr=1432783624"
"413","122.428143","192.168.50.1","172.16.0.5","TCP","66","80  >  58554 [ACK] Seq=1 Ack=410 Win=30080 Len=0 TSval=1432783624 TSecr=239112125"
"414","122.428145","192.168.50.1","172.16.0.5","TCP","66","[TCP Dup ACK 413#1] 80  >  58554 [ACK] Seq=1 Ack=410 Win=30080 Len=0 TSval=1432783624 TSecr=239112125"
"415","122.428519","192.168.50.1","172.16.0.5","HTTP","1139","HTTP/1.1 200 OK  (text/html)"
"416","122.428522","192.168.50.1","172.16.0.5","TCP","1139","[TCP Retransmission] 80  >  58554 [PSH, ACK] Seq=1 Ack=410 Win=30080 Len=1073 TSval=1432783625 TSecr=239112125"
"417","122.428627","172.16.0.5","192.168.50.1","TCP","66","58554  >  80 [ACK] Seq=410 Ack=1074 Win=131072 Len=0 TSval=239112125 TSecr=1432783625"
"418","122.428630","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 417#1] 58554  >  80 [ACK] Seq=410 Ack=1074 Win=131072 Len=0 TSval=239112125 TSecr=1432783625"
"419","124.907321","172.16.0.5","192.168.50.1","HTTP","530","GET /c.php?ip=192.168.1.106 HTTP/1.1 "
"420","124.907324","172.16.0.5","192.168.50.1","TCP","530","[TCP Retransmission] 58554  >  80 [PSH, ACK] Seq=410 Ack=1074 Win=131072 Len=464 TSval=239112373 TSecr=1432783625"
"421","124.907861","192.168.50.1","172.16.0.5","HTTP","1138","HTTP/1.1 200 OK  (text/html)"
"422","124.907863","192.168.50.1","172.16.0.5","TCP","1138","[TCP Retransmission] 80  >  58554 [PSH, ACK] Seq=1074 Ack=874 Win=31104 Len=1072 TSval=1432784244 TSecr=239112373"
"423","124.907991","172.16.0.5","192.168.50.1","TCP","66","58554  >  80 [ACK] Seq=874 Ack=2146 Win=131072 Len=0 TSval=239112373 TSecr=1432784244"
"424","124.907994","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 423#1] 58554  >  80 [ACK] Seq=874 Ack=2146 Win=131072 Len=0 TSval=239112373 TSecr=1432784244"
"425","126.248280","172.16.0.5","192.168.50.1","TCP","74","63747  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239112507 TSecr=0 WS=2048"
"426","126.248282","172.16.0.5","192.168.50.1","TCP","74","[TCP Retransmission] 63747  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239112507 TSecr=0 WS=2048"
"427","126.248424","192.168.50.1","172.16.0.5","TCP","74","80  >  63747 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432784580 TSecr=239112507 WS=128"
"428","126.248427","192.168.50.1","172.16.0.5","TCP","74","[TCP Retransmission] 80  >  63747 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432784580 TSecr=239112507 WS=128"
"429","126.248525","172.16.0.5","192.168.50.1","TCP","66","63747  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239112507 TSecr=1432784580"
"430","126.248528","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 429#1] 63747  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239112507 TSecr=1432784580"
"431","126.248855","172.16.0.5","192.168.50.1","HTTP","614","GET /c.php HTTP/1.1 "
"432","126.248858","172.16.0.5","192.168.50.1","TCP","614","[TCP Retransmission] 63747  >  80 [PSH, ACK] Seq=1 Ack=1 Win=131072 Len=548 TSval=239112507 TSecr=1432784580"
"433","126.248954","192.168.50.1","172.16.0.5","TCP","66","80  >  63747 [ACK] Seq=1 Ack=549 Win=30080 Len=0 TSval=1432784580 TSecr=239112507"
"434","126.248956","192.168.50.1","172.16.0.5","TCP","66","[TCP Dup ACK 433#1] 80  >  63747 [ACK] Seq=1 Ack=549 Win=30080 Len=0 TSval=1432784580 TSecr=239112507"
"435","126.249255","192.168.50.1","172.16.0.5","HTTP","1139","HTTP/1.1 200 OK  (text/html)"
"436","126.249258","192.168.50.1","172.16.0.5","TCP","1139","[TCP Retransmission] 80  >  63747 [PSH, ACK] Seq=1 Ack=549 Win=30080 Len=1073 TSval=1432784580 TSecr=239112507"
"437","126.249357","172.16.0.5","192.168.50.1","TCP","66","63747  >  80 [ACK] Seq=549 Ack=1074 Win=131072 Len=0 TSval=239112507 TSecr=1432784580"
"438","126.249360","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 437#1] 63747  >  80 [ACK] Seq=549 Ack=1074 Win=131072 Len=0 TSval=239112507 TSecr=1432784580"
"439","126.774864","172.16.0.5","192.168.50.1","HTTP","617","GET /c.php?ip=192.168.1.6 HTTP/1.1 "
"440","126.774867","172.16.0.5","192.168.50.1","TCP","617","[TCP Retransmission] 63747  >  80 [PSH, ACK] Seq=549 Ack=1074 Win=131072 Len=551 TSval=239112560 TSecr=1432784580"
"441","126.775398","192.168.50.1","172.16.0.5","HTTP","1138","HTTP/1.1 200 OK  (text/html)"
"442","126.775401","192.168.50.1","172.16.0.5","TCP","1138","[TCP Retransmission] 80  >  63747 [PSH, ACK] Seq=1074 Ack=1100 Win=31232 Len=1072 TSval=1432784711 TSecr=239112560"
"443","126.775520","172.16.0.5","192.168.50.1","TCP","66","63747  >  80 [ACK] Seq=1100 Ack=2146 Win=131072 Len=0 TSval=239112560 TSecr=1432784711"
"444","126.775523","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 443#1] 63747  >  80 [ACK] Seq=1100 Ack=2146 Win=131072 Len=0 TSval=239112560 TSecr=1432784711"
"445","129.912897","192.168.50.1","172.16.0.5","TCP","66","80  >  58554 [FIN, ACK] Seq=2146 Ack=874 Win=31104 Len=0 TSval=1432785496 TSecr=239112373"
"446","129.912900","192.168.50.1","172.16.0.5","TCP","66","[TCP Retransmission] 80  >  58554 [FIN, ACK] Seq=2146 Ack=874 Win=31104 Len=0 TSval=1432785496 TSecr=239112373"
"447","129.913057","172.16.0.5","192.168.50.1","TCP","66","58554  >  80 [FIN, ACK] Seq=874 Ack=2147 Win=131072 Len=0 TSval=239112874 TSecr=1432785496"
"448","129.913059","172.16.0.5","192.168.50.1","TCP","66","[TCP Retransmission] 58554  >  80 [FIN, ACK] Seq=874 Ack=2147 Win=131072 Len=0 TSval=239112874 TSecr=1432785496"
"449","129.913190","192.168.50.1","172.16.0.5","TCP","66","80  >  58554 [ACK] Seq=2147 Ack=875 Win=31104 Len=0 TSval=1432785496 TSecr=239112874"
"450","129.913193","192.168.50.1","172.16.0.5","TCP","66","[TCP Dup ACK 449#1] 80  >  58554 [ACK] Seq=2147 Ack=875 Win=31104 Len=0 TSval=1432785496 TSecr=239112874"
"451","131.780419","192.168.50.1","172.16.0.5","TCP","66","80  >  63747 [FIN, ACK] Seq=2146 Ack=1100 Win=31232 Len=0 TSval=1432785963 TSecr=239112560"
"452","131.780422","192.168.50.1","172.16.0.5","TCP","66","[TCP Retransmission] 80  >  63747 [FIN, ACK] Seq=2146 Ack=1100 Win=31232 Len=0 TSval=1432785963 TSecr=239112560"
"453","131.780740","172.16.0.5","192.168.50.1","TCP","66","63747  >  80 [FIN, ACK] Seq=1100 Ack=2147 Win=131072 Len=0 TSval=239113061 TSecr=1432785963"
"454","131.780742","172.16.0.5","192.168.50.1","TCP","66","[TCP Retransmission] 63747  >  80 [FIN, ACK] Seq=1100 Ack=2147 Win=131072 Len=0 TSval=239113061 TSecr=1432785963"
"455","131.780855","192.168.50.1","172.16.0.5","TCP","66","80  >  63747 [ACK] Seq=2147 Ack=1101 Win=31232 Len=0 TSval=1432785963 TSecr=239113061"
"456","131.780858","192.168.50.1","172.16.0.5","TCP","66","[TCP Dup ACK 455#1] 80  >  63747 [ACK] Seq=2147 Ack=1101 Win=31232 Len=0 TSval=1432785963 TSecr=239113061"
"457","165.898567","172.16.0.5","192.168.50.1","TCP","74","34826  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239116472 TSecr=0 WS=2048"
"458","165.898569","172.16.0.5","192.168.50.1","TCP","74","[TCP Retransmission] 34826  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239116472 TSecr=0 WS=2048"
"459","165.898677","192.168.50.1","172.16.0.5","TCP","74","80  >  34826 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432794492 TSecr=239116472 WS=128"
"460","165.898679","192.168.50.1","172.16.0.5","TCP","74","[TCP Retransmission] 80  >  34826 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432794492 TSecr=239116472 WS=128"
"461","165.898830","172.16.0.5","192.168.50.1","TCP","66","34826  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239116472 TSecr=1432794492"
"462","165.898833","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 461#1] 34826  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239116472 TSecr=1432794492"
"463","165.903140","172.16.0.5","192.168.50.1","HTTP","489","GET /c.php HTTP/1.1 "
"464","165.903143","172.16.0.5","192.168.50.1","TCP","489","[TCP Retransmission] 34826  >  80 [PSH, ACK] Seq=1 Ack=1 Win=131072 Len=423 TSval=239116473 TSecr=1432794492"
"465","165.903145","192.168.50.1","172.16.0.5","TCP","66","80  >  34826 [ACK] Seq=1 Ack=424 Win=30080 Len=0 TSval=1432794493 TSecr=239116473"
"466","165.903238","192.168.50.1","172.16.0.5","TCP","66","[TCP Dup ACK 465#1] 80  >  34826 [ACK] Seq=1 Ack=424 Win=30080 Len=0 TSval=1432794493 TSecr=239116473"
"467","165.903547","192.168.50.1","172.16.0.5","HTTP","1139","HTTP/1.1 200 OK  (text/html)"
"468","165.903550","192.168.50.1","172.16.0.5","TCP","1139","[TCP Retransmission] 80  >  34826 [PSH, ACK] Seq=1 Ack=424 Win=30080 Len=1073 TSval=1432794493 TSecr=239116473"
"469","165.903645","172.16.0.5","192.168.50.1","TCP","66","34826  >  80 [ACK] Seq=424 Ack=1074 Win=131072 Len=0 TSval=239116473 TSecr=1432794493"
"470","165.903647","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 469#1] 34826  >  80 [ACK] Seq=424 Ack=1074 Win=131072 Len=0 TSval=239116473 TSecr=1432794493"
"471","165.909850","172.16.0.5","192.168.50.1","TCP","74","34827  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239116473 TSecr=0 WS=2048"
"472","165.909852","172.16.0.5","192.168.50.1","TCP","74","[TCP Retransmission] 34827  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239116473 TSecr=0 WS=2048"
"473","165.909956","192.168.50.1","172.16.0.5","TCP","74","80  >  34827 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432794495 TSecr=239116473 WS=128"
"474","165.909958","192.168.50.1","172.16.0.5","TCP","74","[TCP Retransmission] 80  >  34827 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432794495 TSecr=239116473 WS=128"
"475","165.910053","172.16.0.5","192.168.50.1","TCP","66","34827  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239116473 TSecr=1432794495"
"476","165.910055","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 475#1] 34827  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239116473 TSecr=1432794495"
"477","166.617659","172.16.0.5","192.168.50.1","HTTP","569","GET /c.php?ip=2804:14d:c682:19cc:583b:982a:1524:c5bf HTTP/1.1 "
"478","166.617662","172.16.0.5","192.168.50.1","TCP","569","[TCP Retransmission] 34826  >  80 [PSH, ACK] Seq=424 Ack=1074 Win=131072 Len=503 TSval=239116544 TSecr=1432794493"
"479","166.618213","192.168.50.1","172.16.0.5","HTTP","1138","HTTP/1.1 200 OK  (text/html)"
"480","166.618215","192.168.50.1","172.16.0.5","TCP","1138","[TCP Retransmission] 80  >  34826 [PSH, ACK] Seq=1074 Ack=927 Win=31104 Len=1072 TSval=1432794672 TSecr=239116544"
"481","166.618408","172.16.0.5","192.168.50.1","TCP","66","34826  >  80 [ACK] Seq=927 Ack=2146 Win=131072 Len=0 TSval=239116544 TSecr=1432794672"
"482","166.618411","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 481#1] 34826  >  80 [ACK] Seq=927 Ack=2146 Win=131072 Len=0 TSval=239116544 TSecr=1432794672"
"483","170.206778","172.16.0.5","192.168.50.1","TCP","66","23666  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64 Len=0 TSval=239116903 TSecr=1432732557"
"484","170.206780","172.16.0.5","192.168.50.1","TCP","66","[TCP Retransmission] 23666  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64 Len=0 TSval=239116903 TSecr=1432732557"
"485","170.206903","192.168.50.1","172.16.0.5","TCP","66","80  >  23666 [FIN, ACK] Seq=1 Ack=2 Win=227 Len=0 TSval=1432795569 TSecr=239116903"
"486","170.206906","192.168.50.1","172.16.0.5","TCP","66","[TCP Retransmission] 80  >  23666 [FIN, ACK] Seq=1 Ack=2 Win=227 Len=0 TSval=1432795569 TSecr=239116903"
"487","170.207013","172.16.0.5","192.168.50.1","TCP","66","23666  >  80 [ACK] Seq=2 Ack=2 Win=64 Len=0 TSval=239116903 TSecr=1432795569"
"488","170.207015","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 487#1] 23666  >  80 [ACK] Seq=2 Ack=2 Win=64 Len=0 TSval=239116903 TSecr=1432795569"
"489","171.623285","192.168.50.1","172.16.0.5","TCP","66","80  >  34826 [FIN, ACK] Seq=2146 Ack=927 Win=31104 Len=0 TSval=1432795923 TSecr=239116544"
"490","171.623288","192.168.50.1","172.16.0.5","TCP","66","[TCP Retransmission] 80  >  34826 [FIN, ACK] Seq=2146 Ack=927 Win=31104 Len=0 TSval=1432795923 TSecr=239116544"
"491","171.623481","172.16.0.5","192.168.50.1","TCP","66","34826  >  80 [FIN, ACK] Seq=927 Ack=2147 Win=131072 Len=0 TSval=239117045 TSecr=1432795923"
"492","171.623483","172.16.0.5","192.168.50.1","TCP","66","[TCP Retransmission] 34826  >  80 [FIN, ACK] Seq=927 Ack=2147 Win=131072 Len=0 TSval=239117045 TSecr=1432795923"
"493","171.623622","192.168.50.1","172.16.0.5","TCP","66","80  >  34826 [ACK] Seq=2147 Ack=928 Win=31104 Len=0 TSval=1432795923 TSecr=239117045"
"494","171.623624","192.168.50.1","172.16.0.5","TCP","66","[TCP Dup ACK 493#1] 80  >  34826 [ACK] Seq=2147 Ack=928 Win=31104 Len=0 TSval=1432795923 TSecr=239117045"
"495","176.900092","172.16.0.5","192.168.50.1","TCP","66","34827  >  80 [FIN, ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239117572 TSecr=1432794495"
"496","176.900094","172.16.0.5","192.168.50.1","TCP","66","[TCP Retransmission] 34827  >  80 [FIN, ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239117572 TSecr=1432794495"
"497","176.900416","192.168.50.1","172.16.0.5","TCP","66","80  >  34827 [FIN, ACK] Seq=1 Ack=2 Win=29056 Len=0 TSval=1432797243 TSecr=239117572"
"498","176.900419","192.168.50.1","172.16.0.5","TCP","66","[TCP Retransmission] 80  >  34827 [FIN, ACK] Seq=1 Ack=2 Win=29056 Len=0 TSval=1432797243 TSecr=239117572"
"499","176.900420","172.16.0.5","192.168.50.1","TCP","66","34827  >  80 [ACK] Seq=2 Ack=2 Win=131072 Len=0 TSval=239117572 TSecr=1432797243"
"500","176.900421","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 499#1] 34827  >  80 [ACK] Seq=2 Ack=2 Win=131072 Len=0 TSval=239117572 TSecr=1432797243"
"501","287.036592","172.16.0.5","192.168.50.1","TCP","74","60455  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239128586 TSecr=0 WS=2048"
