ID,Year_Birth,Age,AgeRange,Education,Marital_Status,Income,IncomeRange,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,PercentDealsPurchases,NumNonDealsPurchases,NumAllPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
7627,1975,49,41-50,Master,Married,92163,70K-100K,0,0,12-12-2012,25,817,183,797,106,163,20,0,0%,21,21,5,11,5,2,0,0,1,1,0,0,1
4501,1965,59,51-60,Master,Single,69882,50K-70K,0,0,10-11-2013,94,292,127,635,132,127,165,1,5%,18,19,3,7,9,1,0,0,0,0,0,0,0
6424,1977,47,41-50,Graduation,Together,33178,30K-50K,1,0,30-01-2014,9,12,6,2,11,2,16,1,25%,3,4,1,0,3,4,0,0,0,0,0,0,0
3075,1972,52,51-60,PhD,Married,59973,50K-70K,0,0,11-09-2013,47,130,30,168,20,34,0,1,7%,13,14,3,4,7,1,0,0,0,0,0,0,0
4992,1975,49,41-50,Master,Together,17459,10K-20K,1,0,19-09-2013,12,6,4,16,3,10,30,3,50%,3,6,3,1,2,7,0,0,0,0,0,0,1
5252,1969,55,51-60,Graduation,Divorced,23910,20K-30K,1,0,26-10-2012,80,16,12,18,7,1,13,1,20%,4,5,2,0,3,7,0,0,0,0,0,0,0
7444,1969,55,51-60,Master,Married,42169,30K-50K,1,1,19-10-2013,20,19,0,9,0,0,2,2,50%,2,4,1,0,3,8,0,0,0,0,0,0,0
6919,1978,46,41-50,2n Cycle,Married,26224,20K-30K,1,0,04-06-2013,39,4,7,15,13,9,15,3,50%,3,6,2,1,3,6,0,0,0,0,0,0,0
3537,1981,43,41-50,Graduation,Together,31089,30K-50K,1,0,17-08-2012,57,31,3,31,2,8,4,3,43%,4,7,3,0,4,8,0,0,0,0,0,0,0
10277,1961,63,61-70,Graduation,Single,30081,30K-50K,0,1,21-02-2013,27,36,0,2,0,0,4,1,25%,3,4,1,0,3,7,0,0,0,0,0,0,0
2453,1960,64,61-70,Graduation,Together,62807,50K-70K,0,1,31-08-2012,83,526,28,135,10,21,99,3,15%,17,20,5,3,12,5,0,0,0,0,0,0,0
7972,1955,69,61-70,Graduation,Single,72906,70K-100K,0,0,17-09-2013,79,400,32,519,71,75,54,1,6%,15,16,3,4,9,1,0,0,0,0,0,0,0
895,1948,76,71-80,PhD,Married,61467,50K-70K,0,2,09-12-2012,69,410,16,114,0,5,49,3,18%,14,17,5,2,10,5,0,0,0,0,0,0,0
1177,1966,58,51-60,Master,Together,49618,30K-50K,1,1,26-01-2013,77,80,3,26,4,2,14,4,57%,3,7,3,1,3,7,0,0,0,0,0,0,0
7141,1986,38,31-40,Master,Single,21888,20K-30K,1,0,29-12-2012,15,88,10,46,2,3,64,4,50%,4,8,5,1,2,10,0,0,0,0,0,0,1
7232,1973,51,51-60,Graduation,Widow,42429,30K-50K,0,1,11-02-2014,99,55,0,6,2,0,4,2,40%,3,5,1,1,3,5,0,0,0,0,0,0,0
8477,1956,68,61-70,Graduation,Divorced,26150,20K-30K,2,1,11-03-2013,61,5,1,13,3,5,1,1,25%,3,4,1,0,3,7,0,0,0,0,0,0,0
2457,1975,49,41-50,Basic,Married,30801,30K-50K,0,1,26-10-2012,23,8,4,5,15,2,11,2,50%,2,4,1,0,3,7,0,0,0,0,0,0,0
988,1965,59,51-60,Graduation,Married,81168,70K-100K,0,0,07-05-2014,84,410,0,592,147,22,22,1,6%,16,17,6,4,7,3,0,0,0,1,0,0,0
7930,1969,55,51-60,Master,Single,26877,20K-30K,0,0,19-08-2013,74,101,13,76,20,18,40,2,20%,8,10,3,1,6,6,0,0,0,0,0,0,0
4587,1944,80,71-80,Master,Widow,45006,30K-50K,0,0,18-07-2013,90,162,25,53,16,0,10,1,9%,10,11,3,1,7,3,0,0,0,0,0,0,0
6682,1973,51,51-60,Basic,Married,18978,10K-20K,1,0,11-12-2012,41,2,8,1,4,7,15,1,25%,3,4,1,0,3,8,0,0,0,0,0,0,0
6222,1967,57,51-60,Graduation,Married,22574,20K-30K,2,1,28-10-2013,28,25,0,8,2,0,2,2,40%,3,5,2,0,3,7,0,0,0,0,0,0,0
10299,1969,55,51-60,PhD,Single,48240,30K-50K,0,0,09-11-2012,73,389,91,248,64,49,41,3,14%,19,22,6,3,13,5,0,0,0,0,0,0,1
3083,1974,50,41-50,Graduation,Married,45837,30K-50K,1,1,26-07-2013,88,215,13,87,17,17,24,5,38%,8,13,6,2,5,7,0,0,0,0,0,0,0
8953,1965,59,51-60,Master,Single,35791,30K-50K,2,1,06-05-2013,94,27,0,5,0,0,3,2,50%,2,4,1,0,3,8,0,0,0,0,0,0,0
1503,1976,48,41-50,PhD,Together,162397,>100K,1,1,03-06-2013,31,85,1,16,2,1,2,0,0%,1,1,0,0,1,1,0,0,0,0,0,0,0
8650,1978,46,41-50,Graduation,Widow,54162,50K-70K,1,1,18-03-2013,31,5,6,10,6,5,10,1,25%,3,4,1,0,3,4,0,0,0,0,0,0,0
10862,1960,64,61-70,Master,Married,30522,30K-50K,0,1,17-08-2012,6,179,8,83,19,11,26,5,42%,7,12,1,2,9,2,0,0,0,0,0,0,0
2782,1961,63,61-70,PhD,Married,54456,50K-70K,0,1,11-07-2013,23,352,0,27,10,0,15,3,21%,11,14,6,1,7,6,0,0,0,0,0,0,0
6941,1971,53,51-60,Graduation,Single,31632,30K-50K,0,0,14-07-2013,92,17,8,12,11,15,32,1,20%,4,5,2,1,2,7,0,0,0,0,0,0,0
10972,1949,75,71-80,Graduation,Widow,72298,70K-100K,0,0,10-03-2014,52,625,35,169,58,17,35,1,8%,12,13,4,3,6,1,0,1,1,0,0,0,0
10708,1978,46,41-50,2n Cycle,Single,36975,30K-50K,1,0,28-12-2013,50,10,6,11,0,4,2,1,25%,3,4,1,0,3,7,0,0,0,0,0,0,0
6583,1955,69,61-70,2n Cycle,Married,72635,70K-100K,0,0,03-06-2013,54,390,22,323,104,35,107,1,5%,19,20,6,8,6,3,0,0,0,1,0,0,0
3641,1976,48,41-50,Graduation,Married,13624,10K-20K,1,0,20-01-2013,93,10,2,15,2,1,6,2,40%,3,5,2,0,3,6,0,0,0,0,0,0,0
10156,1975,49,41-50,Graduation,Single,84196,70K-100K,0,1,03-06-2013,56,215,63,507,231,31,190,1,5%,18,19,8,4,7,3,0,0,0,0,0,0,0
4299,1960,64,61-70,Graduation,Together,70971,70K-100K,0,1,21-09-2012,28,1001,17,572,93,125,17,7,26%,20,27,11,11,5,7,0,0,0,0,0,0,1
3469,1977,47,41-50,PhD,Divorced,34487,30K-50K,1,1,06-09-2012,94,19,18,33,24,1,8,3,50%,3,6,3,0,3,9,0,0,0,0,0,0,0
5063,1977,47,41-50,Graduation,Single,28769,20K-30K,1,0,18-12-2012,76,41,5,129,10,3,3,3,33%,6,9,4,1,4,9,0,0,0,0,0,0,0
10727,1970,54,51-60,PhD,Married,69084,50K-70K,1,0,19-11-2013,43,1181,107,199,39,30,30,2,9%,21,23,7,3,13,8,0,0,0,0,0,0,0
9624,1958,66,61-70,PhD,Together,65488,50K-70K,0,0,13-06-2014,46,603,45,207,36,18,54,1,8%,12,13,3,4,6,1,0,0,0,0,0,0,0
5156,1970,54,51-60,2n Cycle,Married,62466,50K-70K,0,1,15-01-2014,13,129,129,259,168,121,83,5,24%,16,21,6,3,12,4,0,0,0,0,0,0,0
4376,1960,64,61-70,2n Cycle,Single,32218,30K-50K,0,0,15-02-2014,27,10,24,15,13,1,30,1,17%,5,6,2,1,3,7,1,0,0,0,0,0,1
8923,1973,51,51-60,Graduation,Single,83917,70K-100K,0,0,18-04-2013,12,514,22,732,42,198,79,1,5%,19,20,6,7,7,3,0,0,0,0,0,0,1
8461,1962,62,61-70,Graduation,Divorced,46102,30K-50K,2,1,10-03-2014,3,14,0,1,0,0,1,1,33%,2,3,1,0,2,7,0,0,0,0,0,0,0
6945,1952,72,71-80,Graduation,Single,84574,70K-100K,0,0,04-06-2013,72,387,20,713,38,54,163,1,3%,30,31,9,11,11,5,0,0,0,0,0,0,0
944,1962,62,61-70,Graduation,Married,56181,50K-70K,0,1,08-01-2013,6,121,103,69,8,44,48,1,8%,12,13,4,2,7,4,0,0,0,0,0,0,0
1907,1950,74,71-80,Master,Divorced,63120,50K-70K,0,1,28-09-2012,53,965,69,279,54,41,69,5,24%,16,21,8,4,9,7,0,0,0,0,0,0,1
701,1971,53,51-60,Graduation,Married,73691,70K-100K,0,1,06-11-2013,58,707,21,250,85,43,73,2,13%,14,16,6,2,8,2,1,0,0,0,0,0,0
3856,1960,64,61-70,Graduation,Together,63381,50K-70K,0,1,05-10-2012,78,571,50,142,33,50,159,4,18%,18,22,4,5,13,2,0,0,0,0,0,0,0
4149,1948,76,71-80,PhD,Together,76140,70K-100K,0,0,13-05-2014,57,586,66,653,17,0,26,1,5%,19,20,5,9,6,2,0,0,0,0,0,0,0
2131,1959,65,61-70,PhD,Divorced,62859,50K-70K,0,1,30-12-2012,37,1063,89,102,16,12,25,4,21%,15,19,9,4,6,6,0,0,0,0,0,0,0
2942,1964,60,51-60,Graduation,Single,45906,30K-50K,0,1,07-05-2013,20,305,3,27,4,3,144,2,15%,11,13,5,4,4,5,1,0,0,0,0,0,0
1173,1947,77,71-80,Master,Together,77632,70K-100K,0,0,10-03-2013,73,1200,105,758,0,42,147,1,8%,11,12,4,2,6,2,0,1,1,0,0,0,1
4381,1971,53,51-60,PhD,Married,46463,30K-50K,1,1,18-08-2013,56,163,2,40,8,11,11,7,70%,3,10,3,1,6,6,0,0,0,0,0,0,0
4611,1970,54,51-60,Graduation,Together,105471,>100K,0,0,21-01-2013,36,1009,181,104,202,21,207,0,0%,30,30,9,8,13,3,0,0,1,1,0,0,1
3376,1970,54,51-60,Master,Divorced,55282,50K-70K,1,0,13-12-2013,9,125,6,73,8,4,19,1,10%,9,10,3,1,6,4,0,0,0,0,0,0,0
4679,1977,47,41-50,Master,Married,78710,70K-100K,0,1,23-05-2014,42,721,0,152,119,50,50,3,12%,22,25,7,6,12,4,0,0,0,0,0,0,0
10928,1958,66,61-70,Graduation,Together,66886,50K-70K,0,1,16-09-2013,28,315,4,62,41,31,146,2,13%,13,15,7,1,7,5,0,0,0,0,0,0,0
4248,1960,64,61-70,Master,Single,98777,70K-100K,0,0,17-02-2014,23,1000,19,711,125,115,38,0,0%,19,19,4,6,9,1,0,1,0,0,0,0,0
6728,1985,39,31-40,Graduation,Together,29103,20K-30K,1,0,27-08-2012,38,16,0,17,6,3,6,2,50%,2,4,1,0,3,9,0,0,0,0,0,0,0
6661,1974,50,41-50,Graduation,Married,67445,50K-70K,0,1,12-08-2012,63,757,80,217,29,80,11,5,19%,22,27,9,6,12,6,0,0,0,0,0,0,0
4725,1950,74,71-80,PhD,Together,50616,50K-70K,0,1,13-04-2014,71,30,2,25,0,1,9,1,17%,5,6,1,1,4,2,0,0,0,0,0,0,0
3277,1955,69,61-70,Graduation,Divorced,49431,30K-50K,0,1,03-08-2012,9,219,3,100,26,0,17,2,15%,11,13,7,1,5,8,0,0,0,0,0,0,0
5555,1975,49,41-50,Graduation,Divorced,153924,>100K,0,0,07-02-2014,81,1,1,1,1,1,1,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
2564,1953,71,71-80,Graduation,Together,61278,50K-70K,0,1,04-01-2014,87,111,3,28,2,6,15,2,25%,6,8,3,1,4,6,0,0,0,0,0,0,0
946,1958,66,61-70,2n Cycle,Together,26490,20K-30K,0,0,22-09-2012,92,45,47,52,21,20,25,2,22%,7,9,3,1,5,6,0,0,0,0,0,0,0
3867,1947,77,71-80,PhD,Together,73059,70K-100K,0,1,31-08-2013,36,410,112,420,0,82,71,1,4%,24,25,9,3,13,4,0,0,0,0,0,0,0
6940,1966,58,51-60,PhD,Single,46734,30K-50K,1,2,21-10-2013,86,100,1,39,6,1,76,4,50%,4,8,3,2,3,6,1,0,0,0,0,0,0
55,1963,61,61-70,Graduation,Together,56253,50K-70K,0,1,07-12-2012,83,509,0,65,7,11,5,4,22%,14,18,7,2,9,6,0,0,0,0,0,0,0
7093,1985,39,31-40,Graduation,Married,19986,10K-20K,1,0,14-11-2013,74,3,6,5,0,2,6,1,33%,2,3,0,0,3,7,0,0,0,0,0,0,0
5084,1975,49,41-50,Graduation,Widow,58330,50K-70K,0,1,25-12-2013,87,445,53,213,104,98,151,1,4%,22,23,6,4,13,4,0,0,0,0,0,0,0
1777,1980,44,41-50,Basic,Married,25965,20K-30K,0,0,07-09-2012,29,2,2,11,41,7,11,1,20%,4,5,2,0,3,8,0,0,0,0,0,0,0
8162,1956,68,61-70,Master,Together,14661,10K-20K,0,0,01-01-2013,88,4,1,11,6,2,2,1,25%,3,4,1,0,3,6,0,0,0,0,0,0,0
10826,1959,65,61-70,Graduation,Married,18690,10K-20K,0,0,28-12-2012,77,6,1,7,23,4,19,1,25%,3,4,1,1,2,8,0,0,0,0,0,0,0
8754,1974,50,41-50,PhD,Together,45068,30K-50K,0,1,16-05-2013,25,14,0,3,0,0,3,1,33%,2,3,1,0,2,7,0,0,0,0,0,0,0
1987,1987,37,31-40,Basic,Single,21063,20K-30K,1,0,25-09-2013,34,1,10,11,19,3,15,2,40%,3,5,2,0,3,6,0,0,0,0,0,0,0
11007,1968,56,51-60,PhD,Married,29187,20K-30K,1,0,09-05-2013,43,26,0,6,0,0,2,1,25%,3,4,1,0,3,8,0,0,0,0,0,0,0
7426,1971,53,51-60,2n Cycle,Married,54690,50K-70K,1,1,07-11-2013,76,111,16,37,7,9,18,3,33%,6,9,3,1,5,3,0,0,0,0,0,0,0
9153,1964,60,51-60,PhD,Married,59304,50K-70K,0,1,29-07-2013,81,418,61,428,80,51,10,3,12%,22,25,7,8,10,5,0,0,0,0,0,0,0
10379,1962,62,61-70,Master,Single,59247,50K-70K,0,2,08-11-2013,87,327,9,122,19,14,83,5,31%,11,16,5,2,9,6,0,0,0,0,0,0,0
9204,1970,54,51-60,Graduation,Widow,66731,50K-70K,0,1,12-09-2012,33,371,159,194,58,106,141,4,31%,9,13,4,3,6,3,0,0,0,0,0,0,0
3197,1980,44,41-50,Graduation,Married,77353,70K-100K,0,1,16-12-2013,38,275,59,107,69,101,59,2,11%,16,18,6,4,8,4,0,0,0,0,0,0,0
2920,1975,49,41-50,PhD,Single,52614,50K-70K,0,1,01-12-2012,63,789,0,142,12,9,38,2,14%,12,14,2,4,8,8,0,0,0,0,0,0,0
6961,1974,50,41-50,Graduation,Married,26751,20K-30K,2,0,22-05-2014,26,1,1,5,0,3,1,1,33%,2,3,1,0,2,8,0,0,0,0,0,0,0
4673,1963,61,61-70,PhD,Married,81300,70K-100K,0,1,30-10-2012,17,1004,12,145,32,12,36,3,17%,15,18,10,3,5,5,0,0,0,1,0,0,1
9937,1979,45,41-50,Graduation,Single,70337,70K-100K,0,0,02-01-2014,75,187,81,149,25,43,91,1,6%,15,16,2,2,12,1,0,0,0,0,0,0,0
8779,1985,39,31-40,2n Cycle,Married,36145,30K-50K,1,0,16-06-2013,13,56,4,76,17,1,18,4,50%,4,8,4,1,3,9,1,0,0,0,0,0,1
9596,1980,44,41-50,PhD,Single,65295,50K-70K,0,0,23-12-2013,19,365,32,117,34,110,6,1,5%,18,19,3,3,13,2,0,0,0,0,0,0,0
2891,1963,61,61-70,Graduation,Divorced,68118,50K-70K,0,1,18-10-2013,51,595,23,123,10,23,154,2,10%,19,21,8,9,4,6,0,0,0,0,0,0,0
4910,1967,57,51-60,Graduation,Divorced,68743,50K-70K,0,0,30-08-2012,81,1132,134,384,175,134,115,1,3%,28,29,11,5,13,7,0,0,0,0,0,0,0
75,1982,42,41-50,2n Cycle,Together,41039,30K-50K,0,0,25-07-2013,32,34,11,137,179,61,45,1,7%,13,14,8,1,5,8,0,0,0,0,0,0,0
10120,1955,69,61-70,Graduation,Together,38946,30K-50K,0,1,24-10-2013,84,116,6,82,6,6,41,2,20%,8,10,3,1,6,5,0,0,0,0,0,0,0
6327,1967,57,51-60,Graduation,Together,65777,50K-70K,0,0,19-12-2013,87,565,32,435,28,32,54,1,6%,15,16,2,8,6,1,0,0,0,0,0,0,0
10142,1976,48,41-50,PhD,Divorced,66476,50K-70K,0,1,07-03-2013,99,372,18,126,47,48,78,2,11%,16,18,5,2,11,4,0,0,0,0,0,0,0
9826,1972,52,51-60,PhD,Single,86857,70K-100K,0,0,12-09-2012,96,899,102,838,133,102,40,1,5%,20,21,5,6,10,2,0,0,0,0,0,0,1
1501,1982,42,41-50,PhD,Married,160803,>100K,0,0,04-08-2012,21,55,16,1622,17,3,4,15,52%,14,29,0,28,1,0,0,0,0,0,0,0,0
10767,1989,35,31-40,PhD,Together,77845,70K-100K,0,0,16-05-2014,40,760,40,480,0,40,26,1,5%,19,20,3,5,12,1,0,0,1,1,0,0,0
7279,1969,55,51-60,PhD,Together,69476,50K-70K,0,0,30-09-2013,3,260,86,559,63,9,67,1,7%,13,14,4,6,4,2,0,0,0,0,0,0,0
7230,1960,64,61-70,PhD,Divorced,50611,50K-70K,0,1,04-10-2012,98,459,0,24,6,0,4,6,38%,10,16,4,5,7,6,0,1,0,0,0,0,1
143,1970,54,51-60,Graduation,Single,61209,50K-70K,0,0,25-08-2013,73,466,0,224,119,49,99,1,8%,11,12,5,3,4,2,0,0,0,0,0,0,0
450,1958,66,61-70,Master,Together,42315,30K-50K,0,1,12-07-2013,90,67,15,80,17,11,80,3,33%,6,9,1,4,4,3,0,0,0,0,0,0,0
9316,1952,72,71-80,Basic,Together,13084,10K-20K,0,0,02-11-2013,29,2,0,7,3,7,10,1,25%,3,4,1,0,3,6,0,0,0,0,0,0,0
6379,1949,75,71-80,Master,Widow,47570,30K-50K,1,1,29-05-2013,3,67,1,20,0,2,31,3,50%,3,6,2,2,2,7,0,0,0,0,0,0,1
9239,1961,63,61-70,Master,Married,61923,50K-70K,0,2,26-07-2013,94,92,4,18,3,3,6,1,14%,6,7,2,1,4,3,0,0,0,0,0,0,0
8315,1995,29,20-30,Graduation,Single,34824,30K-50K,0,0,26-03-2014,65,4,2,11,2,0,4,1,33%,2,3,1,0,2,6,0,0,0,0,0,0,0
2868,1949,75,71-80,PhD,Single,26518,20K-30K,1,1,08-04-2013,33,20,1,28,3,3,2,3,60%,2,5,2,0,3,8,0,0,0,0,0,0,1
10888,1961,63,61-70,Graduation,Single,45938,30K-50K,0,0,03-11-2013,46,273,11,178,62,83,29,2,11%,16,18,8,4,6,6,0,0,0,0,0,0,0
1277,1960,64,61-70,Graduation,Together,78468,70K-100K,0,0,09-04-2014,29,434,22,388,104,22,34,1,4%,26,27,10,7,10,4,0,0,0,1,0,0,0
9977,1973,51,51-60,Graduation,Divorced,78901,70K-100K,0,1,17-09-2013,99,321,11,309,33,26,34,3,18%,14,17,9,3,5,4,0,0,0,0,0,0,0
10196,1978,46,41-50,Graduation,Married,71427,70K-100K,2,0,12-03-2014,26,212,123,177,15,64,23,2,11%,16,18,8,2,8,4,0,0,0,0,0,0,0
6384,1978,46,41-50,Graduation,Divorced,71022,70K-100K,0,1,11-02-2014,30,909,12,278,0,12,242,3,17%,15,18,5,2,11,8,1,0,0,0,0,0,0
8029,1988,36,31-40,Master,Single,90247,70K-100K,0,0,29-04-2014,27,1184,32,352,21,16,16,1,7%,13,14,3,4,7,1,0,1,1,1,0,0,1
968,1968,56,51-60,Master,Divorced,41335,30K-50K,1,0,26-12-2013,24,112,19,21,16,14,5,3,33%,6,9,4,1,4,7,0,0,0,0,0,0,0
6988,1986,38,31-40,Graduation,Married,71952,70K-100K,1,0,10-01-2013,93,656,80,455,52,107,93,2,10%,18,20,8,4,8,4,1,0,1,0,0,0,0
4472,1970,54,51-60,PhD,Divorced,35682,30K-50K,1,0,27-06-2014,34,23,0,8,6,2,18,1,20%,4,5,1,1,3,2,0,0,0,0,0,0,0
6991,1951,73,71-80,Graduation,Divorced,43185,30K-50K,0,1,10-04-2013,88,537,6,42,16,6,30,2,11%,16,18,9,3,6,8,0,0,0,0,0,0,0
3336,1948,76,71-80,PhD,Together,66375,50K-70K,0,1,21-11-2013,96,712,0,45,0,0,191,3,27%,8,11,2,4,5,7,1,0,0,0,0,0,0
4301,1971,53,51-60,Master,Married,35178,30K-50K,1,0,10-01-2013,10,23,1,13,2,2,18,1,25%,3,4,1,1,2,7,1,0,0,0,0,0,1
1940,1986,38,31-40,Graduation,Married,25252,20K-30K,1,0,12-07-2013,26,1,3,4,2,2,6,1,33%,2,3,1,0,2,8,0,0,0,0,0,0,0
1272,1965,59,51-60,Master,Single,55250,50K-70K,0,1,21-10-2012,49,664,58,83,32,0,66,4,18%,18,22,7,5,10,5,0,0,0,0,0,0,0
1388,1975,49,41-50,Graduation,Single,33249,30K-50K,1,0,20-02-2013,11,6,10,21,19,14,42,2,33%,4,6,2,1,3,6,0,0,0,0,0,0,0
1044,1953,71,71-80,Graduation,Together,58398,50K-70K,0,0,14-05-2013,44,299,5,201,21,21,49,3,18%,14,17,5,4,8,4,0,0,0,0,0,0,0
6969,1982,42,41-50,Graduation,Together,50272,50K-70K,1,0,07-08-2013,75,99,13,66,43,8,4,3,30%,7,10,4,1,5,7,0,0,0,0,0,0,0
10479,1975,49,41-50,PhD,Married,76618,70K-100K,0,0,07-12-2012,64,749,40,294,121,160,147,1,10%,9,10,3,2,5,1,0,0,0,0,0,0,0
3619,1960,64,61-70,2n Cycle,Divorced,87305,70K-100K,0,0,23-09-2012,19,345,25,501,63,138,80,1,6%,15,16,5,3,8,2,0,0,1,0,0,0,1
1715,1978,46,41-50,Graduation,Together,25851,20K-30K,1,0,11-02-2013,45,9,4,18,7,5,5,2,40%,3,5,2,0,3,7,0,0,0,0,0,0,0
10159,1970,54,51-60,Graduation,Divorced,58710,50K-70K,0,1,31-03-2013,77,440,81,368,0,122,174,6,24%,19,25,11,5,9,6,0,0,0,0,0,0,0
1463,1958,66,61-70,Graduation,Single,45160,30K-50K,1,1,29-03-2014,9,8,2,5,3,0,3,1,33%,2,3,1,0,2,7,0,0,0,0,0,0,0
5114,1965,59,51-60,Master,Married,74806,70K-100K,0,1,19-12-2012,1,670,9,249,0,28,9,2,14%,12,14,5,4,5,4,0,0,0,0,0,0,0
4990,1954,70,61-70,Graduation,Married,59111,50K-70K,0,0,02-05-2013,90,524,0,134,28,28,155,1,5%,19,20,11,1,8,7,0,0,0,0,0,0,0
4329,1984,40,31-40,PhD,Married,18988,10K-20K,1,0,23-05-2014,43,6,0,6,2,1,1,2,50%,2,4,1,0,3,7,0,0,0,0,0,0,0
10936,1965,59,51-60,Graduation,Married,72190,70K-100K,0,0,13-02-2013,79,597,166,597,172,166,249,1,7%,14,15,5,6,4,3,0,0,0,0,0,0,0
4692,1976,48,41-50,Graduation,Married,7500,5K-10K,1,0,01-08-2012,19,7,0,12,13,7,32,5,71%,2,7,4,1,2,9,1,0,0,0,0,0,1
7212,1966,58,51-60,Graduation,Married,44794,30K-50K,0,1,08-06-2014,99,54,0,7,0,0,4,1,20%,4,5,2,0,3,6,0,0,0,0,0,0,0
6086,1955,69,61-70,Graduation,Married,80395,70K-100K,0,0,23-11-2013,62,445,25,706,80,76,48,1,4%,22,23,6,5,12,2,0,0,0,1,0,0,0
437,1976,48,41-50,Master,Divorced,75012,70K-100K,0,0,25-01-2014,41,294,142,218,164,58,151,1,5%,21,22,3,8,11,1,0,0,0,0,0,0,0
11171,1965,59,51-60,Master,Married,56962,50K-70K,2,1,11-10-2013,60,292,3,77,10,3,26,7,50%,7,14,6,3,5,7,0,0,0,0,0,0,0
11101,1991,33,31-40,Graduation,Together,89891,70K-100K,0,0,15-04-2013,17,412,22,132,59,28,183,1,4%,24,25,11,6,8,4,0,0,1,0,0,0,0
5329,1949,75,71-80,PhD,Divorced,35946,30K-50K,1,1,27-09-2013,24,8,0,3,0,0,0,1,33%,2,3,0,0,3,5,0,0,0,0,0,0,0
610,1953,71,71-80,PhD,Together,53593,50K-70K,1,1,07-08-2012,60,349,4,78,6,0,43,8,53%,7,15,7,2,6,8,0,0,0,0,0,0,0
9384,1978,46,41-50,Graduation,Married,66373,50K-70K,1,1,12-06-2013,57,328,9,124,12,24,109,7,44%,9,16,4,2,10,3,0,0,0,0,0,0,0
5956,1948,76,71-80,PhD,Divorced,45072,30K-50K,1,2,16-10-2013,74,144,2,99,7,2,30,5,45%,6,11,6,1,4,8,0,0,0,0,0,0,0
10430,1973,51,51-60,Graduation,Divorced,89694,70K-100K,1,1,09-10-2013,22,1126,28,211,37,28,42,3,27%,8,11,4,3,4,5,0,1,1,1,0,0,0
7875,1949,75,71-80,Graduation,Married,72025,70K-100K,0,0,29-04-2014,46,967,0,617,43,50,0,1,4%,24,25,4,8,13,2,0,1,1,1,0,0,1
7072,1973,51,51-60,Graduation,Married,67432,50K-70K,0,1,29-03-2013,69,432,79,341,177,136,170,2,12%,15,17,8,5,4,4,0,0,0,0,0,0,0
6255,1952,72,71-80,Master,Together,70545,70K-100K,0,1,03-06-2014,29,138,39,63,55,18,21,1,8%,11,12,4,1,7,2,0,0,0,0,0,0,0
6516,1989,35,31-40,Basic,Married,17487,10K-20K,1,0,18-03-2013,37,0,0,1,7,4,6,1,33%,2,3,1,0,2,7,0,0,0,0,0,0,0
5564,1969,55,51-60,Graduation,Together,62882,50K-70K,0,1,09-08-2012,26,509,133,497,78,24,97,2,11%,16,18,7,5,6,4,0,0,0,0,0,0,0
5682,1953,71,71-80,PhD,Single,64108,50K-70K,0,1,23-03-2013,8,948,10,86,13,21,21,4,15%,22,26,6,9,11,5,0,0,0,0,0,0,0
7458,1956,68,61-70,Master,Together,34941,30K-50K,1,1,06-03-2013,26,39,2,25,4,3,24,2,33%,4,6,3,0,3,8,0,0,0,0,0,0,0
5237,1950,74,71-80,PhD,Single,48767,30K-50K,1,2,01-01-2014,79,28,1,21,3,0,10,3,50%,3,6,2,1,3,5,0,0,0,0,0,0,0
7761,1978,46,41-50,2n Cycle,Together,38702,30K-50K,1,0,01-08-2013,71,13,11,24,13,8,40,2,29%,5,7,3,0,4,6,0,0,0,0,0,0,0
5278,1964,60,51-60,Graduation,Married,82224,70K-100K,0,0,25-01-2014,83,307,26,360,138,31,40,1,5%,19,20,6,9,5,3,0,0,0,1,0,0,0
3560,1952,72,71-80,Graduation,Together,83844,70K-100K,0,0,12-05-2013,57,901,31,345,75,31,191,1,5%,18,19,4,4,11,1,0,0,1,0,0,0,0
7235,1975,49,41-50,2n Cycle,Married,17003,10K-20K,1,0,09-12-2013,37,2,5,12,4,8,7,3,50%,3,6,2,0,4,5,0,0,0,0,0,0,0
10548,1995,29,20-30,Graduation,Single,71163,70K-100K,0,0,09-03-2014,30,283,17,372,138,106,44,1,4%,22,23,3,8,12,1,0,0,0,0,0,0,0
2281,1970,54,51-60,Graduation,Single,33697,30K-50K,1,0,15-09-2013,34,4,3,7,0,3,11,1,33%,2,3,1,0,2,7,1,0,0,0,0,0,0
4073,1954,70,61-70,2n Cycle,Married,63564,50K-70K,0,0,29-01-2014,0,769,80,252,15,34,65,1,4%,26,27,10,10,7,6,1,0,0,0,0,0,1
6974,1972,52,51-60,PhD,Together,83443,70K-100K,0,0,31-12-2013,89,518,42,742,55,56,84,1,5%,20,21,6,10,5,2,0,0,0,0,0,0,0
7938,1958,66,61-70,PhD,Together,51518,50K-70K,0,1,03-10-2013,92,350,8,66,17,4,4,2,13%,13,15,3,2,10,3,0,0,0,0,0,0,0
7094,1975,49,41-50,Graduation,Widow,58330,50K-70K,0,1,25-12-2013,87,445,53,213,104,98,151,1,4%,22,23,6,4,13,4,0,0,0,0,0,0,0
